player_fotmob_id,season_start,name,team,role,fantavoto_medio,n_votes,n_matches,match_method
661761,2024,Orsolini,Bologna,MID,8.19,29,29,last_name_team_role_season
747926,2024,Kean,Fiorentina,FWD,8.078,32,32,last_name_team_role_season
1434889,2024,Diao,Como,MID,8.067,15,15,last_name_team_role_season
690516,2024,Lookman,Atalanta,FWD,7.935,31,31,last_name_team_role_season
1109476,2024,Ondrejka,Parma,MID,7.85,10,10,last_name_team_role_season
116555,2024,Zapata D.,Torino,FWD,7.786,7,7,last_name_team_role_season
823825,2024,Kolo Muani,Juventus,FWD,7.781,16,16,last_name_team_role_season
621562,2024,Thuram,Inter,FWD,7.75,32,32,last_name_team_role_season
1707510,2024,Venturino,Genoa,MID,7.7,5,5,last_name_role
843099,2024,McTominay,Napoli,MID,7.662,34,34,last_name_team_role_season
181276,2024,Lukaku,Napoli,FWD,7.569,36,36,last_name_team_role_season
688295,2024,Pulisic,Milan,MID,7.485,34,34,last_name_team_role_season
325916,2024,Dybala,Roma,FWD,7.475,20,20,last_name_team_role_season
690230,2024,Martinez L.,Inter,FWD,7.435,31,31,last_name_team_role_season
737857,2024,Vlahovic,Juventus,FWD,7.38,25,25,last_name_team_role_season
566776,2024,Gabrielloni,Como,FWD,7.375,4,4,last_name_team_role_season
921341,2024,Saelemaekers,Roma,MID,7.364,22,22,last_name_team_role_season
1022649,2024,Ndoye,Bologna,MID,7.362,29,29,last_name_team_role_season
150250,2024,Pedro,Lazio,FWD,7.268,28,28,last_name_team_role_season
426880,2024,Cornet,Genoa,MID,7.25,6,6,last_name_team_role_season
900433,2024,Kvaratskhelia,Napoli,FWD,7.235,17,17,last_name_team_role
951743,2024,Raspadori,Napoli,FWD,7.222,18,18,last_name_team_role_season
655696,2024,Dovbyk,Roma,FWD,7.188,32,32,last_name_team_role_season
254308,2024,Thauvin,Udinese,FWD,7.188,24,24,last_name_team_role_season
868344,2024,Reijnders,Milan,MID,7.176,37,37,last_name_team_role_season
823658,2024,Castellanos,Lazio,FWD,7.172,29,29,last_name_team_role_season
1485169,2024,Lambourde,Verona,FWD,7.167,3,3,last_name_team_role_season
1402900,2024,Mbangula,Juventus,FWD,7.133,15,15,last_name_team_role_season
110148,2024,Arnautovic,Inter,FWD,7.107,14,14,last_name_team_role_season
1130691,2024,Sulemana I.,Atalanta,MID,7.083,6,6,last_name_team_role_season
848844,2024,Leao,Milan,FWD,7.059,34,34,last_name_team_role_season
1212630,2024,Lucca,Udinese,FWD,7.045,33,33,last_name_team_role_season
1280082,2024,Soule',Roma,FWD,7.043,23,23,last_name_team_role_season
741049,2024,Elmas,Torino,MID,7.038,13,13,last_name_role
1412132,2024,Yildiz,Juventus,FWD,7.015,34,34,last_name_team_role_season
541555,2024,Zaccagni,Lazio,MID,7.015,34,34,last_name_team_role_season
665188,2024,Gudmundsson A.,Fiorentina,FWD,6.976,21,21,last_name_team_role_season
1329487,2024,Fazzini,Empoli,MID,6.975,20,20,last_name_role
612863,2024,Zambo Anguissa,Napoli,MID,6.971,35,35,last_name_team_role_season
846002,2024,Adli,Fiorentina,MID,6.955,22,22,last_name_team_role_season
817844,2024,Pellegri,Empoli,FWD,6.944,9,9,last_name_team_role_season
1095432,2024,De Ketelaere,Atalanta,FWD,6.941,34,34,last_name_team_role_season
1347574,2024,Paz N.,Como,MID,6.941,34,34,last_name_team_role_season
833638,2024,Krstovic,Lecce,FWD,6.919,37,37,last_name_team_role_season
593118,2024,Dumfries,Inter,DEF,6.914,29,29,last_name_team_role_season
304733,2024,Calhanoglu,Inter,MID,6.893,28,28,last_name_team_role_season
213501,2024,Morata,Milan,FWD,6.875,16,16,last_name_role
972120,2024,Dia,Lazio,FWD,6.871,35,35,last_name_team_role_season
1224237,2024,Pellegrino M.,Parma,FWD,6.864,11,11,last_name_team_role_season
605224,2024,Dimarco,Inter,DEF,6.859,32,32,last_name_team_role_season
689680,2024,Odgaard,Bologna,FWD,6.839,28,28,last_name_team_role_season
1316088,2024,Dominguez B.,Bologna,FWD,6.825,20,20,last_name_team_role_season
846000,2024,Caqueret,Como,MID,6.824,17,17,last_name_team_role_season
619513,2024,Shomurodov,Roma,FWD,6.8,20,20,last_name_team_role_season
836436,2024,Strefezza,Como,MID,6.797,37,37,last_name_role
1367618,2024,Esposito Se.,Empoli,FWD,6.788,33,33,last_name_team_role_season
688300,2024,Chukwueze,Milan,MID,6.781,16,16,last_name_team_role_season
,2024,Pohjanpalo,Venezia,FWD,6.775,20,20,unmatched
954092,2024,Gimenez,Milan,FWD,6.769,13,13,last_name_team_role_season
1282008,2024,Castro S.,Bologna,FWD,6.758,33,33,last_name_team_role_season
599353,2024,Adams C.,Torino,FWD,6.757,35,35,last_name_team_role_season
1017401,2024,Piccoli,Cagliari,FWD,6.757,37,37,last_name_team_role_season
,2024,Brenner,Udinese,FWD,6.75,6,6,unmatched
873270,2024,Douvikas,Como,FWD,6.75,12,12,last_name_team_role_season
1368061,2024,Iling Junior,Bologna,MID,6.75,4,4,last_name_role
,2024,Thuram K.,Juventus,MID,6.742,33,33,unmatched
793066,2024,Neres,Napoli,MID,6.72,25,25,last_name_team_role_season
950596,2024,Brescianini,Atalanta,MID,6.717,23,23,last_name_team_role_season
815431,2024,Frattesi,Inter,MID,6.717,23,23,last_name_team_role_season
161328,2024,El Shaarawy,Roma,MID,6.714,21,21,last_name_team_role_season
478112,2024,Gigot,Lazio,DEF,6.7,10,10,last_name_team_role_season
1102240,2024,Tengstedt,Verona,FWD,6.696,23,23,last_name_team_role_season
889536,2024,Weah,Juventus,MID,6.692,26,26,last_name_team_role_season
750030,2024,Pinamonti,Genoa,FWD,6.681,36,36,last_name_team_role_season
237606,2024,Paredes,Roma,MID,6.675,20,20,last_name_team_role_season
1059459,2024,Charpentier,Parma,FWD,6.667,9,9,last_name_team_role_season
639671,2024,Cutrone,Como,FWD,6.667,33,33,last_name_team_role_season
577911,2024,Mandragora,Fiorentina,MID,6.667,27,27,last_name_team_role_season
557677,2024,Vlasic,Torino,MID,6.667,30,30,last_name_team_role_season
541820,2024,Barella,Inter,MID,6.652,33,33,last_name_team_role_season
1091907,2024,Dele-Bashiru,Lazio,MID,6.647,17,17,last_name_team_role_season
983199,2024,Anjorin,Empoli,MID,6.636,22,22,last_name_team_role_season
108381,2024,Djuric,Monza,FWD,6.609,23,23,last_name_team_role
940829,2024,Carlos Augusto,Inter,DEF,6.607,28,28,last_name_team_role_season
1080669,2024,Zortea,Cagliari,DEF,6.6,35,35,last_name_team_role_season
518346,2024,Gosens,Fiorentina,DEF,6.594,32,32,last_name_team_role_season
1072054,2024,Maldini,Monza,MID,6.593,27,27,last_name_role
299799,2024,Cristante,Roma,MID,6.589,28,28,last_name_team_role_season
1212866,2024,Bove,Fiorentina,MID,6.583,12,12,last_name_team_role_season
319631,2024,Correa,Inter,FWD,6.567,15,15,last_name_team_role_season
1208969,2024,Asllani,Inter,MID,6.562,16,16,last_name_team_role_season
805451,2024,Bastoni,Inter,DEF,6.547,32,32,last_name_team_role_season
188555,2024,De Vrij,Inter,DEF,6.545,22,22,last_name_team_role_season
845994,2024,Nicolussi Caviglia,Venezia,MID,6.529,35,35,last_name_team_role_season
198559,2024,De Roon,Atalanta,MID,6.528,36,36,last_name_team_role_season
1199383,2024,Bonny,Parma,FWD,6.514,37,37,last_name_team_role_season
1044029,2024,Cambiaghi,Bologna,FWD,6.5,17,17,last_name_team_role_season
1185336,2024,Conceicao,Juventus,MID,6.5,25,25,last_name_team_role_season
,2024,Konate Is.,Empoli,FWD,6.5,3,3,unmatched
42692,2024,Padelli,Udinese,GK,6.5,1,1,last_name_team_role_season
1333331,2024,Provstgaard,Lazio,DEF,6.5,1,1,last_name_team_role_season
957118,2024,Tavares N.,Lazio,DEF,6.5,23,23,last_name_team_role_season
957203,2024,Ederson D.s.,Atalanta,MID,6.486,36,36,last_name_team_role_season
1276505,2024,Fabbian,Bologna,MID,6.477,22,22,last_name_role
951714,2024,Bernabe',Parma,MID,6.474,19,19,last_name_team_role_season
823018,2024,Buongiorno,Napoli,DEF,6.455,22,22,last_name_team_role_season
805767,2024,Man,Parma,MID,6.453,32,32,last_name_team_role_season
459658,2024,Malinovskyi,Genoa,MID,6.444,9,9,last_name_team_role_season
206322,2024,Vecino,Lazio,MID,6.444,18,18,last_name_team_role_season
513982,2024,Mazzitelli,Como,MID,6.438,8,8,last_name_role
267374,2024,Hernani,Parma,MID,6.42,25,25,last_name_team_role_season
1280080,2024,Miretti,Genoa,MID,6.42,25,25,last_name_role
415539,2024,Politano,Napoli,MID,6.419,37,37,last_name_team_role_season
309726,2024,Belotti,Como,FWD,6.417,12,12,last_name_role
974755,2024,Beltran L.,Fiorentina,FWD,6.417,30,30,last_name_team_role_season
857269,2024,Bremer,Juventus,DEF,6.417,6,6,last_name_team_role_season
885085,2024,Dallinga,Bologna,FWD,6.413,23,23,last_name_team_role_season
1012842,2024,Gaetano,Cagliari,MID,6.407,27,27,last_name_team_role_season
574844,2024,Marin,Cagliari,MID,6.407,27,27,last_name_team_role_season
909030,2024,Harroui,Verona,MID,6.4,10,10,last_name_team_role_season
,2024,Keita B.,Monza,FWD,6.4,10,10,unmatched
244811,2024,Zappacosta,Atalanta,DEF,6.4,30,30,last_name_team_role_season
362120,2024,Cataldi,Fiorentina,MID,6.396,24,24,last_name_team_role_season
888921,2024,Ferguson,Bologna,MID,6.393,14,14,last_name_team_role_season
866516,2024,Koopmeiners,Juventus,MID,6.393,28,28,last_name_team_role_season
1050163,2024,Colombo,Empoli,FWD,6.389,36,36,last_name_team_role_season
1016132,2024,Kone' M.,Roma,MID,6.379,33,33,last_name_team_role_season
724368,2024,Davis K.,Udinese,FWD,6.375,16,16,last_name_team_role_season
841672,2024,Gonzalez N.,Juventus,FWD,6.37,23,23,last_name_team_role_season
1282285,2024,Noslin,Lazio,FWD,6.368,19,19,last_name_team_role_season
46820,2024,Darmian,Inter,DEF,6.365,26,26,last_name_team_role_season
414906,2024,Di Lorenzo,Napoli,DEF,6.365,37,37,last_name_team_role_season
231176,2024,Pavoletti,Cagliari,FWD,6.364,11,11,last_name_team_role_season
1076647,2024,Da Cunha,Como,MID,6.357,35,35,last_name_team_role_season
470479,2024,Sensi,Monza,MID,6.357,7,7,last_name_team_role_season
799497,2024,Birindelli,Monza,DEF,6.35,20,20,last_name_team_role_season
794427,2024,Joao Felix,Milan,FWD,6.346,13,13,last_name_team_role_season
1016093,2024,Isaksen,Lazio,FWD,6.338,37,37,last_name_team_role_season
1110045,2024,Oristanio,Venezia,MID,6.338,37,37,last_name_role
749661,2024,Abraham,Milan,FWD,6.333,24,24,last_name_team_role_season
532743,2024,Billing,Napoli,MID,6.333,6,6,last_name_team_role_season
889535,2024,Bisseck,Inter,DEF,6.333,27,27,last_name_team_role_season
1203212,2024,Fila,Venezia,FWD,6.333,9,9,last_name_team_role_season
463291,2024,Jovic,Milan,FWD,6.333,12,12,last_name_team_role_season
362212,2024,Zielinski,Inter,MID,6.325,20,20,last_name_team_role_season
684981,2024,Martin,Genoa,DEF,6.319,36,36,last_name_team_role_season
603537,2024,Angelino,Roma,DEF,6.316,38,38,last_name_team_role_season
1078846,2024,Cambiaso,Juventus,DEF,6.312,32,32,last_name_team_role_season
119014,2024,Lazovic,Verona,MID,6.312,24,24,last_name_team_role_season
737339,2024,Mota,Monza,FWD,6.306,31,31,last_name_team_role_season
424614,2024,Ekuban,Genoa,FWD,6.306,18,18,last_name_team_role_season
1130732,2024,Mosquera,Verona,FWD,6.303,33,33,last_name_team_role_season
68404,2024,Viola,Cagliari,MID,6.3,25,25,last_name_team_role_season
866708,2024,Solet,Udinese,DEF,6.289,19,19,last_name_team_role_season
724371,2024,Hernandez T.,Milan,DEF,6.288,33,33,last_name_team_role_season
252650,2024,Caprari,Monza,FWD,6.283,30,30,last_name_team_role_season
1308892,2024,Bravo,Udinese,FWD,6.281,16,16,last_name_team_role_season
770166,2024,Coman F.,Cagliari,FWD,6.278,9,9,last_name_team_role_season
934156,2024,Ekkelenkamp,Udinese,MID,6.273,33,33,last_name_team_role_season
1607014,2024,Njie,Torino,FWD,6.273,11,11,last_name_team_role_season
1339372,2024,Casadei,Torino,MID,6.267,15,15,last_name_team_role_season
1156568,2024,Sarr A.,Verona,FWD,6.259,29,29,last_name_team_role_season
902651,2024,Bellanova,Atalanta,DEF,6.257,35,35,last_name_team_role_season
624166,2024,Locatelli,Juventus,MID,6.257,35,35,last_name_team_role_season
588687,2024,Mancini,Roma,DEF,6.257,37,37,last_name_team_role_season
975242,2024,Sohm,Parma,MID,6.257,37,37,last_name_team_role_season
1083562,2024,Cabal,Juventus,DEF,6.25,6,6,last_name_team_role_season
939593,2024,Helgason,Lecce,MID,6.25,20,20,last_name_team_role_season
1089744,2024,Luvumbo,Cagliari,FWD,6.25,26,26,last_name_team_role_season
73167,2024,Mkhitaryan,Inter,MID,6.25,32,32,last_name_team_role_season
902383,2024,Perez N.,Udinese,DEF,6.25,2,2,last_name_team_role
790732,2024,Pobega,Bologna,MID,6.25,20,20,last_name_team_role_season
1050178,2024,Samardzic,Atalanta,MID,6.25,28,28,last_name_team_role_season
195199,2024,Sansone,Lecce,FWD,6.25,2,2,last_name_team_role_season
1574492,2024,Tiago Gabriel,Lecce,DEF,6.25,2,2,last_name_team_role_season
867789,2024,Valeri,Parma,DEF,6.25,34,34,last_name_team_role_season
1215057,2024,Vitinha O.,Genoa,FWD,6.25,22,22,last_name_team_role_season
,2024,Andersen M.K.,Venezia,MID,6.231,13,13,unmatched
1093285,2024,Parisi,Fiorentina,DEF,6.225,20,20,last_name_team_role_season
619506,2024,Taremi,Inter,FWD,6.222,18,18,last_name_team_role_season
818893,2024,Zaniolo,Atalanta,MID,6.222,18,18,last_name_role
954621,2024,Fofana Y.,Milan,MID,6.221,34,34,last_name_team_role_season
149219,2024,Kabasele,Udinese,DEF,6.219,16,16,last_name_team_role_season
215242,2024,Spinazzola,Napoli,DEF,6.217,23,23,last_name_team_role_season
201704,2024,Freuler,Bologna,MID,6.216,37,37,last_name_team_role_season
750734,2024,Dodo',Fiorentina,DEF,6.214,35,35,last_name_team_role_season
942193,2024,Ellertsson,Venezia,MID,6.214,35,35,last_name_team_role_season
1189288,2024,Gatti,Juventus,DEF,6.214,28,28,last_name_team_role_season
1421505,2024,Gineitis,Torino,MID,6.214,28,28,last_name_team_role_season
638771,2024,Martinez Quarta,Fiorentina,DEF,6.214,7,7,last_name_team_role
1053714,2024,Zalewski,Inter,MID,6.211,19,19,last_name_role
1529687,2024,Haj Mohamed,Parma,FWD,6.208,12,12,last_name_team_role_season
935380,2024,Delprato,Parma,DEF,6.206,34,34,last_name_team_role_season
844996,2024,Gabbia,Milan,DEF,6.2,25,25,last_name_team_role_season
1288119,2024,Ikone',Fiorentina,MID,6.196,23,23,last_name_team_role
1159233,2024,Fadera,Como,MID,6.188,24,24,last_name_role
1180321,2024,Rensch,Roma,DEF,6.188,8,8,last_name_team_role_season
914103,2024,Vasquez,Genoa,DEF,6.181,36,36,last_name_team_role_season
848266,2024,McKennie,Juventus,MID,6.177,31,31,last_name_team_role_season
544693,2024,Rrahmani,Napoli,DEF,6.171,38,38,last_name_team_role_season
561844,2024,Ebuehi,Empoli,DEF,6.167,3,3,last_name_team_role_season
478447,2024,Marusic,Lazio,DEF,6.161,31,31,last_name_team_role_season
395914,2024,Lykogiannis,Bologna,DEF,6.156,16,16,last_name_team_role_season
888167,2024,Perez K.,Venezia,MID,6.156,16,16,last_name_team_role_season
873956,2024,Miranda J.,Bologna,DEF,6.155,29,29,last_name_team_role_season
801213,2024,Tete Morente,Lecce,MID,6.15,30,30,last_name_team_role_season
,2024,Gytkjaer,Venezia,FWD,6.147,17,17,unmatched
1206806,2024,Gaspar K.,Lecce,DEF,6.146,24,24,last_name_team_role_season
1200591,2024,Baldanzi,Roma,MID,6.143,21,21,last_name_role
449283,2024,Deiola,Cagliari,MID,6.14,25,25,last_name_team_role_season
1189223,2024,Masini,Genoa,MID,6.136,22,22,last_name_team_role_season
446266,2024,Pasalic,Atalanta,MID,6.136,33,33,last_name_team_role_season
1014630,2024,Holm,Bologna,DEF,6.125,16,16,last_name_team_role_season
293160,2024,Hysaj,Lazio,DEF,6.125,8,8,last_name_team_role_season
500502,2024,Masina,Torino,DEF,6.125,24,24,last_name_team_role_season
915797,2024,Okafor,Milan,FWD,6.125,12,12,last_name_team_role
1451196,2024,Pisilli,Roma,MID,6.125,24,24,last_name_team_role_season
750880,2024,Ismajli,Empoli,DEF,6.121,29,29,last_name_team_role_season
73024,2024,Acerbi,Inter,DEF,6.119,21,21,last_name_team_role_season
1526560,2024,Dorgu,Lecce,DEF,6.119,21,21,last_name_team_role
933817,2024,Sottil,Fiorentina,MID,6.119,21,21,last_name_role
557346,2024,Lovric,Udinese,MID,6.114,35,35,last_name_team_role_season
1048023,2024,Pavlovic,Milan,DEF,6.114,22,22,last_name_team_role_season
850295,2024,Zerbin,Venezia,MID,6.111,18,18,last_name_team_role_season
807148,2024,Pellegrini Lu.,Lazio,DEF,6.105,19,19,last_name_team_role_season
469615,2024,Simeone,Napoli,FWD,6.105,19,19,last_name_team_role_season
1200630,2024,De Winter,Genoa,DEF,6.104,24,24,last_name_team_role_season
155066,2024,Cuadrado,Atalanta,DEF,6.1,20,20,last_name_role
1669628,2024,Ekhator,Genoa,FWD,6.1,15,15,last_name_team_role_season
1039403,2024,Pierotti,Lecce,FWD,6.1,35,35,last_name_team_role_season
693160,2024,Augello,Cagliari,DEF,6.095,37,37,last_name_team_role_season
737061,2024,Karlsson,Lecce,MID,6.088,17,17,last_name_team_role_season
604330,2024,Luperto,Cagliari,DEF,6.083,36,36,last_name_team_role_season
321140,2024,Lazaro,Torino,DEF,6.081,31,31,last_name_team_role_season
1051097,2024,Ruggeri,Atalanta,DEF,6.077,26,26,last_name_team_role_season
616170,2024,Erlic,Bologna,DEF,6.071,7,7,last_name_team_role_season
800609,2024,Guendouzi,Lazio,MID,6.068,37,37,last_name_team_role_season
1116749,2024,Viti,Empoli,DEF,6.067,30,30,last_name_team_role_season
496042,2024,Mina,Cagliari,DEF,6.065,31,31,last_name_team_role_season
25587,2024,De Silvestri,Bologna,DEF,6.062,16,16,last_name_team_role_season
942549,2024,Gilmour,Napoli,MID,6.059,17,17,last_name_team_role_season
518633,2024,Kyriakopoulos,Monza,DEF,6.059,34,34,last_name_team_role_season
1131217,2024,Kalulu,Juventus,DEF,6.054,28,28,last_name_team_role_season
1289961,2024,Obert,Cagliari,DEF,6.053,19,19,last_name_team_role_season
729093,2024,Olivera,Napoli,DEF,6.05,30,30,last_name_team_role_season
141699,2024,Badelj,Genoa,MID,6.045,22,22,last_name_team_role_season
1290968,2024,Hainaut,Parma,MID,6.043,23,23,last_name_team_role_season
921543,2024,Frendrup,Genoa,MID,6.043,35,35,last_name_team_role_season
,2024,Pezzella Giu.,Empoli,DEF,6.043,35,35,unmatched
937462,2024,Colpani,Fiorentina,MID,6.042,24,24,last_name_team_role_season
288613,2024,De Sciglio,Empoli,DEF,6.042,12,12,last_name_team_role_season
951712,2024,Fagioli,Fiorentina,MID,6.042,24,24,last_name_team_role_season
1146500,2024,Cancellieri,Parma,FWD,6.04,25,25,last_name_team_role_season
1188665,2024,Rui Modesto,Udinese,MID,6.038,13,13,last_name_team_role_season
560945,2024,Vojvoda,Torino,DEF,6.037,27,27,last_name_role_season
488415,2024,Kamara H.,Udinese,DEF,6.033,30,30,last_name_team_role_season
924431,2024,Busio,Venezia,MID,6.032,31,31,last_name_team_role_season
308517,2024,Lobotka,Napoli,MID,6.032,31,31,last_name_team_role_season
1003368,2024,Messias,Genoa,MID,6.031,16,16,last_name_team_role_season
641595,2024,Moro N.,Bologna,MID,6.031,16,16,last_name_team_role_season
941656,2024,Ricci S.,Torino,MID,6.029,34,34,last_name_team_role_season
787242,2024,N'Dicka,Roma,DEF,6.026,38,38,last_name_team_role_season
667790,2024,Serdar,Verona,MID,6.024,21,21,last_name_team_role_season
1622290,2024,Savona,Juventus,DEF,6.019,27,27,last_name_team_role_season
919671,2024,Cacace,Empoli,DEF,6.017,29,29,last_name_team_role_season
1269329,2024,Abankwah,Udinese,DEF,6.0,2,2,last_name_team_role
1002617,2024,Abdulhamid,Roma,DEF,6.0,4,4,last_name_team_role_season
1382375,2024,Adzic,Juventus,MID,6.0,1,1,last_name_team_role_season
1669629,2024,Ahanor,Genoa,DEF,6.0,6,6,last_name_team_role_season
1416600,2024,Ankeye,Genoa,FWD,6.0,1,1,last_name_team_role
,2024,Bacci,Empoli,MID,6.0,1,1,unmatched
891870,2024,Bakker,Atalanta,DEF,6.0,1,1,last_name_team_role
,2024,Baselli,Como,MID,6.0,1,1,unmatched
,2024,Cacciamani,Torino,MID,6.0,1,1,unmatched
,2024,Cassa,Atalanta,MID,6.0,1,1,unmatched
480021,2024,Ciurria,Monza,MID,6.0,17,17,last_name_team_role_season
664587,2024,Coulibaly L.,Lecce,MID,6.0,37,37,last_name_team_role_season
,2024,Dahl,Roma,DEF,6.0,2,2,unmatched
1674890,2024,El Haddad,Venezia,MID,6.0,1,1,last_name_team_role_season
,2024,Godfrey,Atalanta,DEF,6.0,1,1,unmatched
570830,2024,Haas,Empoli,MID,6.0,6,6,last_name_team_role_season
1016132,2024,Kone B.,Como,MID,6.0,1,1,last_name_role_season
593213,2024,Kovalenko,Empoli,MID,6.0,3,3,last_name_team_role_season
1367997,2024,Kowalski,Parma,FWD,6.0,1,1,last_name_team_role_season
1593861,2024,Liberali,Milan,MID,6.0,1,1,last_name_team_role_season
1682864,2024,Martins K.,Monza,MID,6.0,6,6,last_name_team_role_season
,2024,Melegoni,Genoa,MID,6.0,3,3,unmatched
389050,2024,Musso,Atalanta,GK,6.0,1,1,last_name_team_role
776594,2024,Nelsson,Roma,DEF,6.0,4,4,last_name_team_role_season
1473806,2024,Palestra,Atalanta,DEF,6.0,4,4,last_name_role
611223,2024,Pavard,Inter,DEF,6.0,22,22,last_name_team_role_season
1700207,2024,Perciun,Torino,MID,6.0,5,5,last_name_team_role_season
,2024,Pereiro,Genoa,MID,6.0,1,1,unmatched
566654,2024,Pessina,Monza,MID,6.0,11,11,last_name_team_role_season
,2024,Raimondo,Venezia,FWD,6.0,1,1,unmatched
1020963,2024,Rovella,Lazio,MID,6.0,33,33,last_name_team_role_season
1050838,2024,Salah-Eddine,Roma,DEF,6.0,2,2,last_name_team_role_season
577914,2024,Sommariva,Genoa,GK,6.0,1,1,last_name_team_role_season
1121295,2024,Urbanski,Monza,MID,6.0,12,12,last_name_team_role_season
1343750,2024,Veiga R.,Juventus,MID,6.0,13,13,last_name_team_role_season
1337926,2024,Vlahovic V.,Atalanta,FWD,6.0,2,2,last_name_team_role_season
982633,2024,Zemura,Udinese,DEF,6.0,21,21,last_name_team_role_season
845368,2024,Yeboah J.,Venezia,MID,5.982,28,28,last_name_team_role_season
304345,2024,Kolasinac,Atalanta,DEF,5.978,23,23,last_name_team_role_season
414232,2024,Haps,Venezia,DEF,5.977,22,22,last_name_team_role_season
799230,2024,Baschirotto,Lecce,DEF,5.974,38,38,last_name_team_role_season
1021302,2024,Felici,Cagliari,MID,5.972,18,18,last_name_team_role_season
937412,2024,Idzes,Venezia,DEF,5.971,35,35,last_name_team_role_season
1269497,2024,Engelhardt,Como,MID,5.969,16,16,last_name_team_role_season
1036182,2024,Ilic,Torino,MID,5.969,16,16,last_name_team_role_season
1395728,2024,Berisha M.,Lecce,MID,5.964,14,14,last_name_team_role_season
916710,2024,Zanoli,Genoa,DEF,5.963,27,27,last_name_role
874621,2024,Payero,Udinese,MID,5.96,25,25,last_name_team_role_season
767013,2024,Bernede,Verona,MID,5.958,12,12,last_name_team_role_season
935406,2024,Ranieri L.,Fiorentina,DEF,5.958,36,36,last_name_team_role_season
625797,2024,Kastanos,Verona,MID,5.955,22,22,last_name_team_role_season
1106074,2024,Gila,Lazio,DEF,5.953,32,32,last_name_team_role_season
1339345,2024,Doumbia I.,Venezia,MID,5.947,19,19,last_name_team_role_season
350634,2024,Duda,Verona,MID,5.946,28,28,last_name_team_role_season
762028,2024,Ramadani,Lecce,MID,5.944,27,27,last_name_team_role_season
1106916,2024,Zarraga,Udinese,MID,5.944,18,18,last_name_team_role_season
873573,2024,Beukema,Bologna,DEF,5.941,34,34,last_name_team_role_season
1336582,2024,Perrone,Como,MID,5.94,25,25,last_name_team_role_season
,2024,Ekong,Empoli,FWD,5.938,8,8,unmatched
776940,2024,Kouame',Fiorentina,FWD,5.932,22,22,last_name_team_role
1529222,2024,Comuzzo,Fiorentina,DEF,5.929,28,28,last_name_team_role_season
402830,2024,Maripan,Torino,DEF,5.929,28,28,last_name_team_role_season
967759,2024,Camara D.,Parma,MID,5.923,13,13,last_name_team_role_season
36388,2024,Hummels,Roma,DEF,5.923,13,13,last_name_team_role_season
1554575,2024,Camarda,Milan,FWD,5.917,6,6,last_name_team_role_season
265725,2024,Rebic,Lecce,FWD,5.917,18,18,last_name_team_role_season
212472,2024,Sergi Roberto,Como,DEF,5.917,12,12,last_name_team_role_season
1082597,2024,Van Der Brempt,Como,DEF,5.917,18,18,last_name_team_role_season
936164,2024,Adopo,Cagliari,MID,5.912,34,34,last_name_team_role_season
1014496,2024,Kossounou,Atalanta,DEF,5.912,17,17,last_name_team_role_season
686102,2024,Karamoh,Torino,FWD,5.909,22,22,last_name_team_role_season
362195,2024,Romagnoli,Lazio,DEF,5.906,32,32,last_name_team_role_season
526450,2024,Gyasi,Empoli,MID,5.905,37,37,last_name_team_role_season
1210943,2024,Tchatchoua,Verona,DEF,5.903,36,36,last_name_team_role_season
340790,2024,Crnigoj,Venezia,MID,5.9,5,5,last_name_team_role_season
,2024,Le Fee,Roma,MID,5.9,5,5,unmatched
1498718,2024,Mutandwa,Cagliari,FWD,5.9,5,5,last_name_team_role_season
364104,2024,Sabelli,Genoa,DEF,5.9,30,30,last_name_team_role_season
159833,2024,Walker,Milan,DEF,5.9,10,10,last_name_team_role_season
574847,2024,Castrovilli,Monza,MID,5.893,14,14,last_name_team_role_season
1428426,2024,Atta,Udinese,MID,5.891,23,23,last_name_team_role_season
1429871,2024,Dembele' A.,Torino,DEF,5.889,9,9,last_name_team_role_season
127374,2024,Toloi,Atalanta,DEF,5.889,9,9,last_name_team_role_season
1309634,2024,Rocha Livramento,Verona,FWD,5.886,22,22,last_name_team_role_season
414924,2024,Zampano,Venezia,DEF,5.886,22,22,last_name_team_role_season
861805,2024,Bijol,Udinese,DEF,5.882,34,34,last_name_team_role_season
469939,2024,Henderson L.,Empoli,MID,5.882,34,34,last_name_team_role_season
1609209,2024,Leoni,Parma,DEF,5.882,17,17,last_name_team_role_season
540307,2024,Pellegrini Lo.,Roma,MID,5.88,25,25,last_name_team_role_season
260964,2024,Djimsiti,Atalanta,DEF,5.879,33,33,last_name_team_role_season
890266,2024,Mihaila,Parma,FWD,5.875,20,20,last_name_team_role_season
358149,2024,Patric,Lazio,DEF,5.875,8,8,last_name_team_role_season
846948,2024,Zurkowski,Empoli,MID,5.875,4,4,last_name_team_role_season
1228840,2024,Bianco,Monza,MID,5.871,35,35,last_name_team_role_season
,2024,Moreno Alb.,Como,DEF,5.87,23,23,unmatched
1321562,2024,Coppola D.,Verona,DEF,5.864,33,33,last_name_team_role_season
662205,2024,Lazzari,Lazio,DEF,5.864,22,22,last_name_team_role_season
949731,2024,Zappa,Cagliari,DEF,5.861,36,36,last_name_team_role_season
239350,2024,Biraghi,Torino,DEF,5.857,21,21,last_name_team_role_season
1027594,2024,N'Dri,Lecce,FWD,5.857,7,7,last_name_team_role_season
581137,2024,Sambia,Empoli,DEF,5.857,7,7,last_name_team_role_season
